,Artist Reputation,Height,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost
2817,0.02,33.0,Aluminium,4.96,19.06,No,Yes,Yes,Roadways,No,Wealthy,,161.43
2818,0.49,14.0,Stone,88.13,68.97,Yes,No,No,Airways,No,Working Class,Yes,-1267.4912499999998
2819,0.55,30.0,Marble,221.515,27.57,Yes,No,Yes,Waterways,No,Working Class,No,-1267.4912499999998
2820,,23.0,Bronze,35.8,23.64,No,No,No,,No,Working Class,No,970.35
2821,0.19,33.0,Wood,6.3,19.43,Yes,No,Yes,,No,Working Class,No,174.93
2822,0.77,34.0,Marble,221.515,88.54,Yes,No,No,Airways,No,Working Class,No,2621.29875
2823,0.24,5.0,Bronze,6.56,17.83,Yes,Yes,Yes,Airways,No,Working Class,No,195.85
2824,0.57,33.0,Aluminium,6.43,20.73,Yes,No,Yes,Airways,No,Working Class,No,482.86
2825,0.38,13.0,Marble,107.85,61.52,No,Yes,Yes,Roadways,No,Working Class,No,762.87
2826,0.93,28.0,Marble,221.515,66.82,Yes,No,No,Waterways,No,Working Class,No,2621.29875
2827,0.64,5.0,Brass,5.74,15.91,No,No,No,Roadways,No,Working Class,No,243.11
2828,0.12,29.0,Marble,221.515,39.12,No,No,No,,No,Wealthy,,901.53
2829,0.43,30.0,Aluminium,16.22,14.97,No,No,No,,No,Wealthy,No,246.63
2830,0.08,23.0,Stone,221.515,98.92,Yes,No,No,,No,Working Class,No,-1267.4912499999998
2831,0.86,18.0,Clay,13.73,24.03,Yes,Yes,No,,Yes,Wealthy,No,-958.13
2832,0.52,14.0,Wood,3.22,13.69,Yes,Yes,No,,No,Working Class,No,203.49
2833,0.02,30.0,Wood,4.34,19.92,No,No,No,Waterways,No,Working Class,,111.88
2834,0.42,13.0,Aluminium,3.9,19.17,No,Yes,Yes,Roadways,No,Working Class,No,203.96
2835,0.32,22.0,Stone,139.89,58.92,No,No,Yes,Roadways,No,Working Class,No,966.07
2836,,34.0,,28.74,43.48,Yes,No,Yes,Waterways,No,Working Class,,531.58
2837,,12.0,Bronze,11.59,16.3,Yes,No,No,,No,Working Class,No,354.32
2838,0.47,,Clay,4.69,23.18,No,No,Yes,Roadways,Yes,Working Class,No,211.89
2839,0.73,13.0,Stone,221.515,95.59,Yes,Yes,Yes,Airways,No,Wealthy,No,2621.29875
2840,,27.0,Brass,92.62,46.53,No,No,Yes,Roadways,No,Working Class,No,2621.29875
2841,0.35,14.0,Bronze,3.61,20.96,No,Yes,No,,No,Wealthy,No,-236.11
2842,0.46,27.0,Wood,4.19,24.1,No,No,Yes,Waterways,No,Wealthy,No,351.73
2843,0.96,30.0,Brass,221.515,52.17,Yes,No,No,Waterways,No,Wealthy,No,2621.29875
2844,0.91,14.0,Brass,20.71,21.83,No,No,Yes,Roadways,No,Working Class,No,672.21
2845,0.82,18.0,Brass,11.79,16.1,Yes,No,No,Waterways,No,Working Class,No,388.85
2846,0.01,23.0,Brass,16.46,33.19,No,No,No,Airways,No,Wealthy,No,229.63
2847,0.96,21.0,Stone,221.515,40.89,No,Yes,No,,No,Working Class,No,2621.29875
2848,,45.0,,10.3,13.29,No,No,No,Waterways,Yes,Working Class,Yes,510.8
2849,0.5,39.0,Aluminium,5.92,18.92,Yes,No,Yes,Waterways,No,Working Class,No,337.92
2850,0.57,15.0,Stone,191.51,29.98,Yes,Yes,Yes,Airways,No,Wealthy,Yes,1356.08
2851,,14.0,Bronze,9.34,17.93,No,No,No,,No,Wealthy,No,2606.16
2852,0.85,13.0,Brass,26.88,10.69,No,No,Yes,Waterways,No,Wealthy,No,388.21
2853,0.27,11.0,,6.05,20.08,No,Yes,Yes,,No,Wealthy,Yes,284.2
2854,0.1,6.0,Aluminium,6.34,16.09,No,No,No,Roadways,No,Wealthy,,119.81
2855,0.87,5.0,Marble,4.55,21.46,No,No,No,Airways,No,Working Class,Yes,341.03
2856,0.01,13.0,Bronze,5.9,20.78,No,No,No,Roadways,No,Working Class,No,136.65
2857,0.16,22.0,Wood,6.28,20.63,Yes,No,No,Waterways,No,Working Class,Yes,-150.22
2858,,26.0,Bronze,67.25,31.05,No,Yes,No,Roadways,No,Wealthy,No,2621.29875
2859,0.58,7.0,Aluminium,5.98,24.64,No,Yes,No,Airways,No,Working Class,No,248.54
2860,0.35,32.0,Brass,221.515,99.59,Yes,No,Yes,Waterways,No,Working Class,No,-1267.4912499999998
2861,0.26,23.0,Aluminium,5.06,23.11,No,Yes,No,Roadways,No,Working Class,No,207.36
2862,0.02,20.0,Bronze,5.82,57.61,Yes,Yes,No,Airways,No,Working Class,No,314.17
2863,,39.0,Bronze,221.515,43.47,No,Yes,No,Airways,No,Working Class,,1978.07
2864,0.08,44.0,Stone,221.515,49.97,No,Yes,No,Roadways,No,Wealthy,No,-1267.4912499999998
2865,0.73,29.0,Aluminium,5.16,11.29,No,No,No,Roadways,No,Working Class,,347.37
2866,0.66,,Marble,221.515,98.9,No,No,No,,No,Working Class,No,2621.29875
2867,0.34,5.0,Clay,3.43,17.16,No,No,Yes,Roadways,Yes,Working Class,No,165.58
2868,0.58,8.0,,3.88,23.78,No,No,No,,No,Working Class,No,232.45
2869,0.46,33.0,Stone,221.515,84.07,Yes,Yes,Yes,,No,Wealthy,Yes,2621.29875
2870,0.56,44.0,Wood,4.36,18.2,No,Yes,No,Roadways,No,Working Class,Yes,343.3
2871,0.37,13.0,,221.515,92.9,No,No,Yes,Roadways,No,Working Class,No,2621.29875
2872,,17.0,Bronze,4.12,18.28,Yes,Yes,No,,No,Working Class,No,184.31
2873,0.45,9.0,Brass,6.02,13.52,No,No,Yes,Roadways,No,Working Class,No,-244.62
2874,0.33,30.0,,40.05,63.9,No,No,No,,No,Working Class,No,554.34
2875,0.26,15.0,Brass,5.92,19.07,No,No,No,Waterways,No,Working Class,No,173.46
2876,0.63,8.0,Bronze,6.78,23.63,Yes,No,Yes,,No,Working Class,,369.93
2877,,39.0,Stone,221.515,45.66,No,No,No,Roadways,No,Working Class,No,2621.29875
2878,0.93,3.0,Wood,6.75,11.49,No,Yes,Yes,,No,Wealthy,No,433.43
2879,0.13,25.0,Aluminium,7.23,24.63,Yes,No,No,Airways,No,Working Class,No,191.46
2880,0.83,15.0,Brass,5.1,14.1,No,No,No,Roadways,No,Working Class,No,406.03
2881,0.94,30.0,Marble,221.515,53.47,Yes,No,Yes,Airways,No,Working Class,No,2621.29875
2882,0.19,25.0,Wood,3.48,23.6,No,No,Yes,Roadways,No,Working Class,No,185.04
2883,0.15,13.0,Bronze,3.58,13.45,No,No,No,Roadways,No,Working Class,No,134.84
2884,0.6,23.0,Wood,3.73,21.04,No,No,Yes,Roadways,No,Working Class,Yes,365.85
2885,0.1,15.0,Brass,5.18,19.85,No,Yes,No,Airways,No,Working Class,No,183.06
2886,0.29,43.0,Clay,5.36,10.01,No,Yes,No,Airways,Yes,Wealthy,No,269.84
2887,0.77,44.0,Aluminium,17.7,21.5,No,No,No,,No,Working Class,No,-577.34
2888,,23.0,,3.95,15.46,No,No,Yes,,No,Working Class,,-195.77
2889,0.01,4.0,Stone,3.64,10.97,Yes,No,Yes,,No,Wealthy,No,192.43
2890,0.68,38.0,Stone,221.515,94.46,Yes,Yes,No,Airways,No,Wealthy,No,2621.29875
2891,,16.0,Marble,221.515,85.06,No,No,Yes,,No,Working Class,No,2621.29875
2892,0.82,16.0,Aluminium,3.81,21.39,No,No,No,Roadways,No,Working Class,Yes,494.45
2893,0.62,35.0,Clay,11.89,15.11,No,No,Yes,Airways,Yes,Working Class,No,458.77
2894,0.64,15.0,Clay,5.69,17.32,No,No,Yes,Airways,Yes,Wealthy,,428.82
2895,0.19,17.0,Clay,4.86,19.34,No,Yes,No,Airways,Yes,Working Class,Yes,186.14
2896,0.63,16.0,Bronze,8.87,23.05,No,No,No,Roadways,No,Wealthy,No,636.08
2897,0.24,57.0,Aluminium,14.87,27.46,No,No,No,,No,Working Class,,352.11
2898,0.06,21.0,Stone,221.515,61.73,Yes,Yes,Yes,Airways,No,Working Class,No,2472.37
2899,0.28,23.0,Brass,21.45,78.69,Yes,No,Yes,Waterways,No,Working Class,No,686.05
2900,0.62,42.0,,10.99,17.62,No,No,Yes,,No,Working Class,Yes,559.02
2901,0.01,9.0,Aluminium,5.1,14.08,No,Yes,No,,No,Working Class,No,100.18
2902,0.64,35.0,Brass,214.67,36.72,No,Yes,No,Roadways,No,Wealthy,No,1908.73
2903,0.83,15.0,Aluminium,4.15,10.43,No,No,No,Waterways,No,Working Class,Yes,258.18
2904,0.27,7.0,Stone,18.57,52.09,No,No,No,Roadways,No,Wealthy,Yes,-425.09
2905,0.5,30.0,Wood,6.41,16.11,Yes,Yes,Yes,Airways,No,Wealthy,No,-475.08
2906,0.23,20.0,Clay,3.68,15.49,No,No,Yes,Airways,Yes,Working Class,No,226.0
2907,0.07,57.0,,5.11,17.83,No,No,Yes,,No,Working Class,No,188.22
2908,0.39,19.0,Wood,5.22,11.38,Yes,No,No,Waterways,No,Working Class,Yes,145.07
2909,0.47,13.0,Marble,26.86,40.19,No,No,Yes,Roadways,No,Working Class,No,552.88
2910,0.83,15.0,Wood,3.7,20.07,Yes,No,No,Waterways,No,Wealthy,No,445.38
2911,0.65,19.0,Wood,6.29,10.96,No,Yes,No,Airways,No,Wealthy,No,316.56
2912,0.77,43.0,Clay,25.59,28.86,No,No,No,Roadways,Yes,Wealthy,No,1119.05
2913,0.59,21.0,Aluminium,4.21,10.37,No,Yes,No,Roadways,No,Wealthy,No,245.16
2914,0.26,52.0,Marble,221.515,38.81,Yes,Yes,Yes,Airways,Yes,Wealthy,Yes,2621.29875
2915,0.49,40.0,Wood,6.21,11.77,Yes,No,Yes,Waterways,No,Wealthy,No,298.9
2916,0.76,21.0,,8.66,23.89,No,No,No,,No,Working Class,No,939.29
2917,0.79,5.0,Brass,5.22,18.88,Yes,No,Yes,Waterways,No,Working Class,No,322.54
2918,0.86,12.0,Marble,30.19,73.85,No,No,Yes,Airways,No,Wealthy,No,1683.23
2919,0.12,35.0,Bronze,72.97,76.88,No,No,No,Roadways,No,Wealthy,No,708.23
2920,0.38,28.0,Bronze,35.47,32.41,Yes,No,No,Waterways,No,Working Class,No,412.48
2921,0.46,24.0,Brass,11.21,65.43,Yes,No,No,Airways,No,Wealthy,No,915.63
2922,0.05,39.0,Bronze,91.54,27.95,No,Yes,Yes,Airways,No,Working Class,No,512.69
2923,0.62,30.0,Wood,5.81,13.64,No,No,No,Roadways,No,Working Class,No,268.69
2924,0.53,33.0,Stone,221.515,92.92,Yes,Yes,Yes,Airways,No,Working Class,No,2621.29875
2925,,31.0,Stone,221.515,96.27,Yes,No,Yes,Waterways,No,Wealthy,,2621.29875
2926,0.49,6.0,Clay,3.95,11.44,No,No,No,Roadways,Yes,Working Class,Yes,131.25
2927,0.33,,,5.35,17.77,No,No,No,Roadways,Yes,Working Class,No,168.44
2928,0.26,29.0,Aluminium,4.76,20.25,No,No,No,Airways,No,Working Class,No,192.77
2929,0.54,22.0,Stone,128.16,69.98,No,No,No,Roadways,No,Working Class,No,1050.08
2930,0.76,15.0,Wood,4.08,13.75,Yes,Yes,Yes,Airways,No,Wealthy,No,436.09
2931,,28.0,Wood,5.49,16.2,Yes,No,No,Airways,No,Working Class,No,320.2
2932,0.17,22.0,,221.515,34.45,No,Yes,No,,No,Wealthy,No,2621.29875
2933,0.71,8.0,Marble,5.71,11.76,No,Yes,No,,No,Working Class,,337.43
2934,0.38,22.0,Brass,34.49,81.55,No,No,No,Roadways,No,Working Class,No,-734.73
2935,0.0,18.0,Bronze,5.79,96.22,No,No,No,Waterways,No,Working Class,No,375.45
2936,0.23,4.0,Brass,6.94,16.84,No,Yes,No,,No,Wealthy,No,186.6
2937,0.05,35.0,Marble,221.515,32.6,Yes,No,No,Waterways,No,Working Class,No,1386.19
2938,0.82,22.0,Brass,37.23,28.02,No,No,No,Roadways,No,Working Class,No,736.02
2939,,33.0,Wood,3.08,14.37,No,Yes,Yes,Airways,No,Working Class,Yes,188.73
2940,,27.0,,5.99,21.71,No,No,Yes,Waterways,No,Working Class,Yes,-248.18
2941,0.09,12.0,Aluminium,5.61,15.71,Yes,Yes,Yes,Airways,No,Wealthy,No,169.7
2942,,15.0,Wood,6.66,11.58,No,Yes,Yes,Roadways,No,Working Class,No,125.68
2943,0.83,26.0,Wood,5.56,14.34,No,Yes,No,,No,Working Class,No,464.29
2944,0.79,17.0,Wood,3.37,16.76,No,No,No,Waterways,No,Working Class,No,294.4
2945,0.56,10.0,Aluminium,5.16,13.65,No,Yes,No,Roadways,No,Wealthy,No,232.55
2946,0.15,23.0,Bronze,14.19,10.18,No,Yes,No,,No,Working Class,No,165.67
2947,0.17,28.0,,5.76,21.96,No,No,Yes,Roadways,No,Working Class,No,190.71
2948,0.56,27.0,Marble,221.515,68.94,No,No,Yes,Roadways,No,Working Class,No,2621.29875
2949,0.29,9.0,Wood,3.66,14.06,No,No,No,Roadways,No,Wealthy,No,125.24
2950,0.05,10.0,Bronze,3.81,16.98,No,No,Yes,Waterways,No,Working Class,No,134.01
2951,0.47,35.0,Aluminium,6.04,15.69,Yes,No,Yes,Waterways,No,Working Class,No,272.55
2952,0.49,38.0,Marble,221.515,94.02,No,No,No,Waterways,Yes,Wealthy,No,2621.29875
2953,0.22,,Marble,221.515,63.14,Yes,Yes,Yes,Airways,No,Working Class,No,2621.29875
2954,0.8,41.0,Stone,221.515,78.65,Yes,Yes,No,Airways,No,Working Class,No,-1267.4912499999998
2955,0.38,8.0,Stone,11.38,34.32,No,Yes,No,Airways,No,Wealthy,Yes,434.27
2956,0.19,28.0,Bronze,59.06,85.87,No,No,No,Roadways,No,Working Class,No,592.83
2957,0.21,19.0,Aluminium,6.38,13.05,No,No,No,Waterways,No,Working Class,No,145.16
2958,0.71,27.0,,11.26,66.31,Yes,No,Yes,Airways,No,Working Class,No,1597.72
2959,0.18,34.0,Wood,6.91,15.52,No,Yes,No,Airways,No,Working Class,Yes,153.45
2960,,24.0,Aluminium,5.02,14.0,No,No,No,Roadways,No,Working Class,No,192.74
2961,0.53,17.0,Clay,6.02,18.32,No,Yes,No,Airways,Yes,Wealthy,,365.38
2962,0.37,31.0,Wood,3.21,21.13,Yes,No,Yes,Roadways,No,Working Class,No,306.17
2963,0.38,26.0,Aluminium,5.95,14.18,No,No,Yes,Airways,No,Wealthy,No,284.9
2964,0.75,29.0,Marble,221.515,51.02,No,No,Yes,Roadways,No,Working Class,,2621.29875
2965,1.0,17.0,Stone,221.515,54.81,No,No,Yes,Airways,No,Wealthy,No,2621.29875
2966,,22.0,Clay,8.88,11.9,No,Yes,No,Airways,Yes,Working Class,No,665.73
2967,0.76,24.0,Marble,221.515,89.85,No,No,No,Roadways,No,Working Class,No,-1267.4912499999998
2968,0.8,23.0,Clay,9.16,13.42,No,No,Yes,Waterways,Yes,Working Class,No,1898.4
2969,0.17,29.0,Marble,84.75,79.79,No,No,No,Roadways,No,Working Class,No,774.8
2970,0.36,11.0,Marble,71.12,32.41,Yes,Yes,Yes,Airways,No,Wealthy,,1042.0
2971,0.2,32.0,Aluminium,8.09,11.93,Yes,Yes,Yes,Airways,No,Wealthy,No,281.17
2972,0.55,9.0,Clay,6.68,14.59,No,Yes,Yes,Airways,Yes,Working Class,No,258.07
2973,0.4,39.0,,5.69,20.11,Yes,No,No,Airways,Yes,Working Class,Yes,331.14
2974,0.63,12.0,Brass,9.53,19.37,No,No,No,,No,Working Class,Yes,675.83
2975,0.7,,,11.64,69.09,No,Yes,Yes,Airways,No,Wealthy,Yes,1656.21
2976,0.36,4.0,Marble,6.25,18.06,Yes,No,No,Waterways,No,Working Class,No,214.89
2977,0.31,12.0,Marble,67.69,93.51,No,No,No,Airways,No,Working Class,No,837.94
2978,0.05,32.0,Wood,6.31,12.16,No,No,No,Waterways,No,Working Class,No,92.13
2979,0.3,24.0,Wood,4.77,11.71,No,Yes,No,,No,Wealthy,Yes,160.63
2980,0.11,13.0,Brass,8.52,14.74,Yes,Yes,No,Airways,No,Wealthy,Yes,240.69
2981,0.41,6.0,Bronze,3.97,20.35,No,Yes,Yes,Roadways,No,Wealthy,No,200.33
2982,0.36,9.0,Bronze,4.48,22.27,Yes,Yes,Yes,Airways,No,Working Class,Yes,230.31
2983,0.28,22.0,Aluminium,5.06,23.29,Yes,No,Yes,Airways,No,Working Class,No,-248.14
2984,0.48,26.0,Stone,221.515,58.91,No,Yes,No,Airways,No,Wealthy,No,2621.29875
2985,0.04,21.0,,4.5,11.08,No,No,No,,No,Wealthy,No,108.91
2986,0.74,18.0,Wood,3.04,11.79,No,Yes,No,Airways,No,Wealthy,No,-280.96
2987,0.26,48.0,Bronze,221.515,60.06,Yes,No,Yes,Waterways,No,Working Class,No,2621.29875
2988,0.59,7.0,,4.01,13.07,No,Yes,Yes,Airways,Yes,Wealthy,No,-208.95
2989,0.86,16.0,Wood,4.74,14.21,No,Yes,Yes,,No,Wealthy,,437.32
2990,0.58,10.0,Marble,5.79,23.31,Yes,No,No,Waterways,No,Working Class,No,-349.21
2991,0.23,24.0,Brass,79.98,77.96,No,Yes,No,Airways,No,Wealthy,No,888.65
2992,,7.0,Marble,20.84,16.5,No,No,Yes,,No,Working Class,Yes,-310.63
2993,0.35,6.0,Wood,4.35,11.5,No,No,No,Roadways,No,Working Class,No,104.35
2994,0.26,20.0,Aluminium,3.75,22.36,No,No,No,Roadways,No,Working Class,No,178.24
2995,0.01,24.0,Marble,221.515,62.54,No,No,No,,No,Working Class,No,716.13
2996,0.29,6.0,Aluminium,5.11,15.15,Yes,No,No,Waterways,No,Working Class,,154.94
2997,0.48,19.0,Stone,221.515,91.02,No,No,No,,No,Working Class,No,2621.29875
2998,0.39,32.0,Marble,221.515,90.63,No,No,Yes,Waterways,No,Working Class,No,-1267.4912499999998
2999,0.43,26.0,Aluminium,14.62,14.05,Yes,No,No,,No,Working Class,,234.34
3000,,18.0,,202.12,82.25,Yes,Yes,Yes,Airways,No,Wealthy,No,1901.55
3001,,26.0,Brass,94.16,45.12,Yes,No,No,Waterways,No,Working Class,,2621.29875
3002,0.28,16.0,Marble,53.01,48.77,No,No,Yes,,No,Working Class,No,608.85
3003,0.26,37.0,Clay,10.71,12.95,No,No,No,Roadways,Yes,Working Class,Yes,187.57
3004,0.75,16.0,Bronze,13.67,18.21,No,No,No,Waterways,No,Working Class,No,309.75
3005,0.26,19.0,Marble,221.515,91.99,No,No,Yes,,No,Working Class,,1012.98
3006,,31.0,Brass,76.54,64.83,No,Yes,Yes,Roadways,No,Wealthy,No,1663.54
3007,0.31,26.0,,53.21,65.88,Yes,Yes,Yes,Airways,No,Working Class,,1485.94
3008,0.09,10.0,Wood,5.3,15.74,Yes,Yes,No,,No,Working Class,No,123.68
3009,0.9,20.0,Clay,6.38,22.41,No,Yes,No,,Yes,Working Class,No,1261.38
3010,0.09,4.0,Wood,3.52,11.33,No,No,No,Roadways,No,Working Class,No,90.94
3011,0.85,5.0,Brass,3.58,15.27,No,No,No,,No,Working Class,No,221.35
3012,0.53,35.0,Brass,44.89,33.61,No,No,No,Roadways,No,Working Class,No,899.52
3013,0.22,15.0,Stone,221.515,77.7,No,Yes,No,Airways,No,Wealthy,No,-1267.4912499999998
3014,0.04,5.0,Bronze,4.95,19.12,No,No,Yes,Roadways,No,Wealthy,,166.08
3015,,33.0,Aluminium,4.75,13.55,No,Yes,Yes,,No,Wealthy,No,215.06
3016,0.97,25.0,Aluminium,6.87,18.98,No,No,Yes,Airways,No,Wealthy,No,1369.34
3017,0.21,10.0,Clay,3.46,21.89,No,No,Yes,,Yes,Wealthy,,176.59
3018,0.93,15.0,Clay,11.18,16.66,No,No,Yes,,Yes,Working Class,,516.26
3019,0.3,29.0,Clay,3.17,21.49,No,Yes,Yes,Roadways,Yes,Working Class,Yes,343.16
3020,0.09,27.0,Wood,3.31,20.73,No,No,Yes,Roadways,No,Working Class,Yes,154.57
3021,0.79,30.0,Stone,221.515,36.71,No,No,Yes,Waterways,No,Working Class,No,2621.29875
3022,0.57,24.0,Marble,221.515,91.41,Yes,No,Yes,Roadways,No,Working Class,,2621.29875
3023,0.76,22.0,Bronze,45.91,62.96,No,Yes,Yes,Airways,No,Working Class,Yes,2379.56
3024,0.75,15.0,Stone,221.515,70.21,Yes,Yes,No,Airways,No,Wealthy,No,-1267.4912499999998
3025,0.35,3.0,Brass,4.11,15.86,No,No,No,Roadways,No,Working Class,Yes,169.77
3026,0.95,21.0,Bronze,5.91,17.23,Yes,No,No,Waterways,No,Working Class,No,657.27
3027,0.59,39.0,Clay,8.45,72.73,No,Yes,Yes,Airways,Yes,Wealthy,No,1749.17
3028,0.75,6.0,Clay,3.76,16.18,No,No,Yes,Waterways,Yes,Working Class,No,222.43
3029,0.16,21.0,Clay,3.18,12.81,No,Yes,No,Roadways,Yes,Working Class,No,180.08
3030,0.28,40.0,Aluminium,4.31,93.6,Yes,Yes,No,Airways,No,Working Class,No,782.69
3031,,18.0,Wood,5.59,12.76,No,No,No,Roadways,No,Working Class,,178.77
3032,0.8,8.0,Stone,4.26,22.21,No,Yes,No,Airways,No,Working Class,No,463.73
3033,0.07,42.0,Bronze,86.23,47.06,No,No,No,Waterways,No,Working Class,No,363.93
3034,0.45,,Bronze,13.73,44.0,No,Yes,No,Airways,No,Working Class,No,472.19
3035,0.86,55.0,Brass,221.515,57.18,No,No,No,Waterways,No,Wealthy,Yes,2621.29875
3036,0.72,14.0,Bronze,6.67,15.96,No,Yes,Yes,Airways,No,Working Class,Yes,535.58
3037,0.32,41.0,,221.515,95.76,Yes,No,No,Roadways,No,Working Class,Yes,2621.29875
3038,0.62,20.0,Bronze,33.86,29.49,Yes,Yes,Yes,Airways,No,Wealthy,Yes,932.17
3039,0.07,28.0,Aluminium,5.45,20.81,No,No,Yes,Waterways,No,Working Class,Yes,179.89
3040,0.36,12.0,Bronze,4.13,20.64,No,No,No,Roadways,No,Working Class,No,220.98
3041,0.29,37.0,Stone,221.515,71.59,No,No,No,Roadways,No,Working Class,No,2621.29875
3042,,30.0,Clay,13.03,16.53,No,Yes,No,Airways,Yes,Wealthy,Yes,397.2
3043,0.24,18.0,Brass,7.93,21.88,Yes,No,No,Roadways,No,Working Class,Yes,282.81
3044,0.89,26.0,Bronze,15.87,14.29,Yes,No,Yes,Waterways,No,Working Class,No,567.86
3045,0.63,16.0,,9.85,16.65,No,No,No,Roadways,No,Working Class,,587.97
3046,0.4,32.0,Bronze,69.57,74.45,Yes,No,No,Airways,No,Working Class,No,1097.29
3047,0.11,26.0,Aluminium,6.0,16.11,No,Yes,No,,No,Wealthy,No,154.1
3048,0.63,48.0,Clay,23.76,43.6,Yes,No,Yes,Waterways,Yes,Working Class,No,1394.96
3049,0.29,10.0,Marble,29.8,95.45,Yes,No,No,Waterways,No,Working Class,No,632.27
3050,0.91,4.0,Brass,3.02,18.3,No,No,Yes,Roadways,No,Working Class,Yes,257.13
3051,0.41,39.0,,221.515,88.21,Yes,No,Yes,Airways,Yes,Working Class,No,2621.29875
3052,0.21,21.0,Wood,5.86,16.99,No,Yes,No,,No,Working Class,No,144.54
3053,0.36,29.0,Wood,5.0,23.25,No,No,Yes,Airways,No,Working Class,No,244.28
3054,0.91,12.0,,4.35,18.52,Yes,No,No,Waterways,Yes,Wealthy,Yes,505.57
3055,0.19,6.0,Clay,5.79,21.55,No,No,No,Roadways,Yes,Working Class,No,152.5
3056,0.69,33.0,Aluminium,3.23,12.65,No,No,No,Waterways,No,Wealthy,No,374.67
3057,0.58,,Clay,6.41,11.55,No,No,Yes,,Yes,Working Class,No,225.18
3058,0.3,35.0,Clay,17.67,13.81,No,Yes,Yes,Airways,Yes,Working Class,Yes,416.57
3059,0.31,3.0,Stone,6.46,13.44,Yes,No,No,Airways,No,Working Class,Yes,247.91
3060,0.54,15.0,Clay,3.72,11.75,No,Yes,Yes,,Yes,Wealthy,No,297.88
3061,0.36,25.0,Clay,34.08,95.89,No,No,Yes,Airways,Yes,Working Class,No,-1165.4
3062,0.7,22.0,Bronze,20.24,48.28,No,Yes,Yes,,No,Working Class,No,1037.27
3063,0.87,3.0,Stone,6.45,10.35,No,No,No,Waterways,No,Wealthy,No,408.9
3064,0.19,18.0,Clay,11.68,20.76,No,Yes,Yes,Airways,Yes,Working Class,,293.88
3065,0.27,6.0,Aluminium,5.43,13.3,No,No,No,Roadways,No,Wealthy,No,128.27
3066,0.52,38.0,Aluminium,7.14,23.94,Yes,No,No,,No,Working Class,Yes,512.58
3067,0.34,28.0,Aluminium,4.08,15.24,No,Yes,No,Airways,No,Wealthy,No,190.01
3068,0.38,13.0,Bronze,7.87,12.94,Yes,No,No,Airways,No,Wealthy,No,218.48
3069,0.79,,Wood,4.01,15.06,No,No,No,Roadways,No,Working Class,,333.81
3070,0.32,11.0,Marble,13.68,28.37,No,No,Yes,Airways,No,Working Class,,365.5
3071,0.71,7.0,Brass,4.57,17.17,No,Yes,No,Airways,No,Wealthy,Yes,358.12
3072,0.51,44.0,Bronze,113.83,38.39,Yes,No,Yes,Airways,No,Wealthy,No,1257.46
3073,0.57,25.0,Bronze,8.18,14.29,No,No,No,Roadways,No,Working Class,No,388.61
3074,0.46,4.0,Bronze,4.37,21.83,No,No,No,Roadways,No,Working Class,No,209.8
3075,0.48,,Stone,34.11,49.48,No,No,Yes,,No,Working Class,No,525.02
3076,0.18,33.0,Stone,221.515,65.75,No,No,Yes,Roadways,No,Working Class,No,1610.34
3077,0.46,21.0,Aluminium,5.91,15.37,No,No,Yes,Roadways,No,Working Class,No,-208.69
3078,0.12,11.0,,7.46,63.55,No,No,No,,No,Working Class,No,337.49
3079,0.19,33.0,Wood,4.19,22.31,No,No,No,Airways,No,Working Class,No,172.67
3080,,27.0,Bronze,28.29,41.03,No,Yes,Yes,,No,Working Class,No,332.51
3081,0.67,14.0,Clay,5.34,13.54,No,No,No,Roadways,Yes,Working Class,No,-281.18
3082,0.58,6.0,Wood,3.16,19.03,No,No,Yes,Airways,No,Working Class,No,194.78
3083,0.57,26.0,Clay,3.13,21.84,No,Yes,No,Airways,Yes,Wealthy,Yes,443.09
3084,,23.0,Bronze,41.42,74.21,No,Yes,No,,No,Wealthy,,764.02
3085,0.18,8.0,Marble,5.12,21.58,No,No,Yes,Waterways,No,Working Class,No,234.5
3086,,15.0,Wood,3.82,18.74,No,Yes,Yes,,No,Wealthy,Yes,376.99
3087,0.83,20.0,Clay,6.06,13.87,No,No,No,Waterways,Yes,Working Class,Yes,570.88
3088,0.78,26.0,Brass,61.1,98.71,Yes,Yes,Yes,Airways,No,Working Class,No,-1267.4912499999998
3089,,17.0,Marble,221.515,37.18,Yes,No,No,Waterways,No,Working Class,No,2003.16
3090,0.48,12.0,Aluminium,5.9,16.98,No,No,Yes,Waterways,No,Wealthy,No,237.92
3091,,9.0,Bronze,4.25,23.43,No,No,No,,No,Wealthy,No,-157.68
3092,0.17,28.0,Bronze,77.43,90.5,No,Yes,Yes,Roadways,No,Wealthy,No,1049.19
3093,0.17,38.0,Stone,221.515,71.82,No,No,No,Waterways,No,Working Class,No,2621.29875
3094,0.77,17.0,Stone,179.72,65.8,No,No,Yes,Airways,No,Working Class,No,2621.29875
3095,0.32,29.0,Brass,13.57,77.61,No,No,No,Roadways,No,Working Class,,512.54
3096,0.25,25.0,Clay,7.98,18.2,Yes,No,No,Waterways,Yes,Working Class,No,204.57
3097,0.95,,,95.94,70.76,Yes,No,Yes,,No,Working Class,No,2621.29875
3098,0.75,,Marble,221.515,84.64,Yes,Yes,Yes,Airways,No,Working Class,No,2621.29875
3099,0.67,21.0,Stone,221.515,84.58,Yes,No,No,Waterways,No,Working Class,No,2621.29875
